TIMESTAMP,CROSS_LIST,READY_LIST,INPUT_LIST,DEFERRED_LIST,ACTIVE_ECBS,SUSPEND_LIST,VCT_LIST,SREADY_LIST,SINPUT_LIST,SDEFERRED_LIST,LPU_ECBS
2019-02-28 13:51:10,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 13:51:20,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:51:30,0,0,0,0,44,0,0,0,0,0,0
2019-02-28 13:51:40,1,1,0,0,40,0,0,0,0,0,0
2019-02-28 13:51:50,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:52:00,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 13:52:10,0,1,0,0,40,0,0,0,0,0,0
2019-02-28 13:52:20,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 13:52:30,1,0,0,0,40,0,0,0,0,0,0
2019-02-28 13:52:40,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 13:52:50,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:53:00,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:53:10,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:53:20,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 13:53:30,1,0,0,0,44,0,0,0,0,0,0
2019-02-28 13:53:40,0,1,0,0,41,0,0,0,0,0,0
2019-02-28 13:53:50,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:54:00,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 13:54:10,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 13:54:20,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:54:30,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:54:40,1,0,0,0,44,0,0,0,0,0,0
2019-02-28 13:54:50,1,1,0,0,40,0,0,0,0,0,0
2019-02-28 13:55:00,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 13:55:10,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 13:55:20,0,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:55:30,2,0,0,0,40,0,0,0,0,0,0
2019-02-28 13:55:40,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 13:55:50,0,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:56:00,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:56:10,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 13:56:20,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:56:30,2,1,0,0,45,0,0,0,0,0,0
2019-02-28 13:56:40,1,0,0,0,42,0,0,0,0,0,0
2019-02-28 13:56:50,1,0,0,0,40,0,0,0,0,0,0
2019-02-28 13:57:00,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:57:10,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 13:57:20,0,0,0,0,40,0,0,0,0,0,0
2019-02-28 13:57:30,2,1,0,0,42,0,0,0,0,0,0
2019-02-28 13:57:40,1,2,0,0,44,0,0,0,0,0,0
2019-02-28 13:57:50,0,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:58:00,4,1,0,0,46,0,0,0,0,0,0
2019-02-28 13:58:10,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:58:20,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:58:30,2,0,0,0,43,0,0,0,0,0,0
2019-02-28 13:58:40,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 13:58:50,0,1,0,0,40,0,0,0,0,0,0
2019-02-28 13:59:00,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 13:59:10,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 13:59:20,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 13:59:30,2,0,0,0,42,0,0,0,0,0,0
2019-02-28 13:59:40,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 13:59:50,1,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:00:00,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:00:10,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:00:20,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 14:00:30,2,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:00:40,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:00:50,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 14:01:00,0,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:01:10,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:01:20,1,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:01:30,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:01:40,2,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:01:50,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 14:02:00,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:02:10,0,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:02:20,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:02:30,2,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:02:40,0,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:02:50,1,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:03:00,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:03:10,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:03:20,0,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:03:30,0,0,0,0,45,0,0,0,0,0,0
2019-02-28 14:03:40,1,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:03:50,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:04:00,0,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:04:10,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:04:20,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:04:30,2,0,0,0,45,0,0,0,0,0,0
2019-02-28 14:04:40,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:04:50,2,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:05:00,1,0,0,0,49,0,0,0,0,0,0
2019-02-28 14:05:10,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:05:20,0,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:05:30,0,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:05:40,2,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:05:50,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:06:00,0,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:06:10,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 14:06:20,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:06:30,0,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:06:40,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:06:50,2,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:07:00,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:07:10,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 14:07:20,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:07:30,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:07:40,1,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:07:50,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:08:00,0,0,0,0,40,0,0,0,0,0,0
2019-02-28 14:08:10,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:08:20,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:08:30,2,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:08:40,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:08:50,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:09:00,1,0,0,0,40,0,0,0,0,0,0
2019-02-28 14:09:10,1,0,0,0,40,0,0,0,0,0,0
2019-02-28 14:09:20,0,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:09:30,0,1,0,0,45,0,0,0,0,0,0
2019-02-28 14:09:40,0,1,0,0,45,0,0,0,0,0,0
2019-02-28 14:09:50,0,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:10:00,0,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:10:10,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:10:20,0,0,0,0,40,0,0,0,0,0,0
2019-02-28 14:10:30,0,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:10:40,2,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:10:50,1,0,0,0,45,0,0,0,0,0,0
2019-02-28 14:11:00,1,0,0,0,44,0,0,0,0,0,0
2019-02-28 14:11:10,0,0,0,0,44,0,0,0,0,0,0
2019-02-28 14:11:20,2,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:11:30,0,2,0,0,43,0,0,0,0,0,0
2019-02-28 14:11:40,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:11:50,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:12:00,4,2,0,0,40,0,0,0,0,0,0
2019-02-28 14:12:10,0,0,0,0,43,0,0,0,0,0,0
2019-02-28 14:12:20,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:12:30,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:12:40,0,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:12:50,0,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:13:00,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:13:10,0,0,0,0,40,0,0,0,0,0,0
2019-02-28 14:13:20,0,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:13:30,2,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:13:40,2,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:13:50,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:14:00,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:14:10,1,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:14:20,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:14:30,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:14:40,2,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:14:50,0,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:15:00,0,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:15:10,1,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:15:20,1,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:15:30,1,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:15:40,1,0,0,0,44,0,0,0,0,0,0
2019-02-28 14:15:50,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:16:00,0,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:16:10,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:16:20,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:16:30,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:16:40,2,0,0,0,44,0,0,0,0,0,0
2019-02-28 14:16:50,0,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:17:00,0,0,0,0,44,0,0,0,0,0,0
2019-02-28 14:17:10,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:17:20,2,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:17:30,2,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:17:40,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:17:50,1,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:18:00,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:18:10,0,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:18:20,2,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:18:30,0,2,0,0,44,0,0,0,0,0,0
2019-02-28 14:18:40,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:18:50,2,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:19:00,3,2,0,0,47,0,0,0,0,0,0
2019-02-28 14:19:10,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:19:20,0,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:19:30,2,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:19:40,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:19:50,0,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:20:00,0,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:20:10,0,0,0,0,43,0,0,0,0,0,0
2019-02-28 14:20:20,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 14:20:30,0,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:20:40,2,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:20:50,0,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:21:00,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:21:10,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:21:20,0,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:21:30,1,0,0,0,44,0,0,0,0,0,0
2019-02-28 14:21:40,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:21:50,0,0,0,0,44,0,0,0,0,0,0
2019-02-28 14:22:00,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:22:10,1,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:22:20,2,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:22:30,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 14:22:40,1,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:22:50,0,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:23:00,1,0,0,0,41,0,0,0,0,0,0
2019-02-28 14:23:10,1,1,0,0,43,0,0,0,0,0,0
2019-02-28 14:23:20,0,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:23:30,0,0,0,0,42,0,0,0,0,0,0
2019-02-28 14:23:40,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:23:50,2,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:24:00,1,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:24:10,1,1,0,0,44,0,0,0,0,0,0
2019-02-28 14:24:20,2,1,0,0,41,0,0,0,0,0,0
2019-02-28 14:24:30,1,1,0,0,45,0,0,0,0,0,0
2019-02-28 14:24:40,1,1,0,0,45,0,0,0,0,0,0
2019-02-28 14:24:50,1,1,0,0,42,0,0,0,0,0,0
2019-02-28 14:25:00,2,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:25:10,0,0,0,0,40,0,0,0,0,0,0
2019-02-28 14:25:20,1,0,0,0,43,0,0,0,0,0,0
2019-02-28 14:25:30,1,1,0,0,45,0,0,0,0,0,0
2019-02-28 14:25:40,1,0,0,0,45,0,0,0,0,0,0
2019-02-28 14:25:50,1,1,0,0,40,0,0,0,0,0,0
2019-02-28 14:26:00,2,3,0,0,42,0,0,0,0,0,0
